STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE
17,031,825304,4056,+41.573289,-087.803091
17,031,825400,5419,+41.566111,-087.781027
17,031,825501,5583,+41.578264,-087.706877
17,031,825503,6608,+41.569477,-087.686131
17,031,825504,3734,+41.564412,-087.703748
17,031,825505,5525,+41.564686,-087.724736
17,031,825600,5627,+41.593927,-087.695142
17,031,825700,4206,+41.635822,-087.555176
17,031,825801,3550,+41.629558,-087.571216
17,031,825802,5850,+41.626723,-087.561124
17,031,825803,5811,+41.619303,-087.563821
17,031,825900,3374,+41.620885,-087.540042
17,031,826000,3334,+41.618580,-087.530463
17,031,826100,6414,+41.609328,-087.533844
17,031,826201,3596,+41.603056,-087.568206
17,031,826202,5873,+41.593308,-087.535769
17,031,826301,3956,+41.615205,-087.604939
17,031,826303,4162,+41.612929,-087.591760
17,031,826304,3203,+41.617931,-087.583968
17,031,826401,4072,+41.634708,-087.596042
17,031,826402,5132,+41.629005,-087.589478
17,031,826500,5936,+41.630150,-087.614708
17,031,826600,5540,+41.636645,-087.622135
17,031,826700,5569,+41.636782,-087.632975
17,031,826800,5436,+41.635343,-087.670544
17,031,826901,1894,+41.620002,-087.664254
17,031,826902,1643,+41.614607,-087.662582
17,031,827000,3624,+41.625848,-087.644026
17,031,827100,2716,+41.618472,-087.647239
17,031,827200,4140,+41.612105,-087.628718
17,031,827300,2947,+41.608886,-087.650144
17,031,827400,4298,+41.606211,-087.664054
17,031,827500,5382,+41.598166,-087.641204
17,031,827600,3463,+41.591770,-087.659627
17,031,827700,2902,+41.582379,-087.667997
17,031,827801,4998,+41.600166,-087.607902
17,031,827802,3385,+41.600304,-087.591469
17,031,827804,3308,+41.590235,-087.595383
17,031,827805,2866,+41.584046,-087.599625
17,031,827901,2605,+41.585615,-087.570796
17,031,827902,4524,+41.582021,-087.537254
17,031,828000,5147,+41.572336,-087.540097
17,031,828100,4844,+41.563435,-087.535205
17,031,828201,4290,+41.569907,-087.562252
17,031,828202,4585,+41.560884,-087.561165
17,031,828300,3264,+41.569252,-087.613905
17,031,828401,3644,+41.565655,-087.664375
17,031,828402,3843,+41.565832,-087.645799
17,031,828503,4627,+41.495830,-087.568050
17,031,828504,5977,+41.483651,-087.560625
17,031,828505,6428,+41.546041,-087.545773
17,031,828506,8544,+41.526382,-087.544332
17,031,828601,4187,+41.551589,-087.661778
17,031,828602,4562,+41.548626,-087.645294
17,031,828701,4071,+41.548922,-087.630618
17,031,828702,4916,+41.542646,-087.597702
17,031,828801,4969,+41.534436,-087.657467
17,031,828802,3038,+41.531604,-087.643822
17,031,828900,3920,+41.513728,-087.635824
17,031,829000,1327,+41.506416,-087.625592
17,031,829100,4144,+41.494961,-087.633119
17,031,829200,5951,+41.506746,-087.648770
17,031,829301,3982,+41.517594,-087.662750
17,031,829302,3982,+41.503775,-087.663739
17,031,829401,1394,+41.497172,-087.661351
17,031,829402,3346,+41.488345,-087.669090
17,031,829500,4146,+41.484211,-087.641579
17,031,829600,3062,+41.473450,-087.634251
17,031,829700,4349,+41.498396,-087.593681
17,031,829800,6820,+41.543975,-087.684345
17,031,829901,8744,+41.549588,-087.742161
17,031,829902,6343,+41.545058,-087.707092
17,031,830001,2105,+41.495545,-087.773865
17,031,830003,7985,+41.514938,-087.763374
17,031,830004,7233,+41.514789,-087.727525
17,031,830005,3957,+41.517171,-087.691577
17,031,830006,2487,+41.501186,-087.713543
17,031,830007,5039,+41.482071,-087.724319
17,031,830008,4537,+41.479173,-087.740534
17,031,830100,3356,+41.502343,-087.686793
17,031,830201,5351,+41.483690,-087.708388
17,031,830202,3569,+41.491236,-087.694629
17,031,830300,4748,+41.483971,-087.679472
17,031,830400,4453,+41.475007,-087.691762
17,031,830500,4660,+41.835226,-087.722646
17,031,830600,5005,+42.002272,-087.672187
17,031,830700,4247,+41.964591,-087.656857
17,031,830800,2391,+41.964529,-087.677119
17,031,830900,2877,+41.929656,-087.688557
17,031,831000,2138,+41.915071,-087.676648
17,031,831100,7453,+41.942338,-087.720877
17,031,831200,5021,+41.915361,-087.730731
17,031,831300,1280,+41.907272,-087.746016
17,031,831400,2964,+41.868895,-087.764639
17,031,831500,4079,+41.929433,-087.787979
17,031,831600,7270,+41.926356,-087.798143
17,031,831700,2075,+41.949981,-087.745151
17,031,831800,6322,+41.977998,-087.713097
17,031,831900,2717,+41.945125,-087.668457
17,031,832000,1798,+41.946272,-087.653646
17,031,832100,3297,+41.952397,-087.652795
17,031,832200,2940,+41.919508,-087.680102
17,031,832300,1870,+41.918999,-087.674467
17,031,832400,3181,+41.915559,-087.692743
17,031,832500,3606,+41.923054,-087.662235
17,031,832600,3727,+41.915520,-087.652036
17,031,832900,2212,+41.873128,-087.662272
17,031,833000,2768,+41.883491,-087.654376
17,031,833100,6895,+41.879509,-087.656873
17,031,833300,2278,+41.870970,-087.654183
17,031,833900,2714,+41.731957,-087.550351
17,031,834000,3632,+41.726131,-087.630046
17,031,834200,4944,+41.754700,-087.582444
17,031,834300,6570,+41.745443,-087.591862
17,031,834400,3772,+41.776346,-087.596683
17,031,834500,1475,+41.787574,-087.621570
17,031,834600,3778,+41.787661,-087.634996
17,031,834700,2078,+41.790558,-087.645951
17,031,834800,1953,+41.783909,-087.645177
17,031,834900,2272,+41.771186,-087.656742
17,031,835000,5778,+41.782838,-087.688909
17,031,835100,5369,+41.789914,-087.688997
17,031,835200,2060,+41.798688,-087.745326
17,031,835500,1677,+41.815247,-087.633472
17,031,835600,1199,+41.801508,-087.633216
17,031,835700,0,+41.812844,-087.627597
17,031,835800,1576,+41.813166,-087.618699
17,031,835900,3271,+41.819247,-087.620876
17,031,836000,2177,+41.813955,-087.612642
17,031,836100,1761,+41.800092,-087.619790
17,031,836200,1529,+41.792601,-087.599312
17,031,836300,1288,+41.801582,-087.600684
17,031,836400,2979,+41.820886,-087.602740
17,031,836500,1496,+41.828145,-087.606843
17,031,836600,2997,+41.899532,-087.709664
17,031,836700,2397,+41.892939,-087.707199
17,031,836800,2661,+41.885510,-087.710439
17,031,836900,1442,+41.881862,-087.706301
17,031,837000,2085,+41.878765,-087.698719
17,031,837100,1819,+41.885256,-087.699527
17,031,837300,2483,+41.871848,-087.706068
17,031,837400,2279,+41.877244,-087.694391
17,031,837800,2796,+41.883053,-087.683110
17,031,838000,2561,+41.877866,-087.680551
17,031,838100,1713,+41.878935,-087.670666
17,031,838200,1578,+41.870089,-087.679215
17,031,838300,1631,+41.902537,-087.638677
17,031,838600,1598,+41.867652,-087.700383
17,031,838700,4484,+41.862586,-087.719920
17,031,838800,3233,+41.702519,-087.562759
17,031,839000,7311,+41.871935,-087.630673
17,031,839100,4350,+41.880467,-087.630639
17,031,839200,2545,+41.842921,-087.621867
17,031,839500,1545,+41.834478,-087.619945
17,031,839600,1952,+41.827798,-087.618657
17,031,839700,4326,+41.833123,-087.651103
17,031,839800,2730,+41.835146,-087.643044
17,031,839900,4080,+41.827739,-087.644484
17,031,840000,2695,+41.832141,-087.639018
17,031,840100,2935,+41.842142,-087.639553
17,031,840200,2338,+41.842421,-087.649581
17,031,840300,3950,+41.832477,-087.681706
17,031,840400,3326,+41.832827,-087.669458
17,031,840700,4249,+41.852530,-087.694963
17,031,840800,3716,+41.841463,-087.707824
17,031,841000,849,+41.847900,-087.622965
17,031,841100,7254,+41.851049,-087.635047
17,031,841200,5262,+41.854956,-087.681750
17,031,841300,4463,+41.849204,-087.682056
17,031,841400,1559,+41.853180,-087.714151
17,031,841500,2962,+41.862218,-087.708207
17,031,841600,1166,+41.855277,-087.707419
17,031,841700,1442,+41.853197,-087.703492
17,031,841800,2505,+41.764059,-087.598280
17,031,841900,4865,+41.867165,-087.646507
17,031,842000,2744,+41.834993,-087.623646
17,031,842100,6731,+41.899094,-087.731971
17,031,842200,2603,+41.903480,-087.645724
17,031,842300,3244,+41.898148,-087.654555
17,031,842400,3304,+41.747588,-087.630788
17,031,842500,2451,+41.776152,-087.618832
17,031,842600,4133,+41.813636,-087.646228
17,031,842800,7498,+41.809797,-087.695276
17,031,842900,2341,+41.863900,-087.662737
17,031,843000,2378,+41.867564,-087.720696
17,031,843100,1892,+41.860092,-087.704245
17,031,843200,2780,+41.851205,-087.671852
17,031,843300,1228,+41.863121,-087.694035
17,031,843400,1451,+41.850302,-087.731788
17,031,843500,11309,+41.841065,-087.697820
17,031,843600,2807,+41.805869,-087.609291
17,031,843700,2117,+41.942738,-087.687911
17,031,843800,2110,+41.802150,-087.642860
17,031,843900,3533,+41.773657,-087.576105
17,031,980000,0,+41.979488,-087.902405
17,031,980100,0,+41.785990,-087.750961
17,031,990000,0,+41.973939,-087.400294
17,033,880100,2871,+39.102067,-087.754015
17,033,880200,3568,+39.003461,-087.867776
17,033,880300,3453,+39.013800,-087.741850
17,033,880400,3161,+38.998839,-087.740327
17,033,880500,3728,+39.006889,-087.655703
17,033,880600,3036,+38.913610,-087.730045
17,035,972400,3190,+39.248823,-088.132882
17,035,972500,3340,+39.280699,-088.239501
17,035,972600,4518,+39.291629,-088.416051
17,037,000100,6712,+42.094480,-088.693300
17,037,000200,5013,+42.101163,-088.810810
17,037,000300,2680,+41.951351,-088.865169
17,037,000400,8622,+42.011813,-088.678632
17,037,000500,4043,+41.982985,-088.713878
17,037,000600,6030,+41.983285,-088.685187
17,037,000700,3833,+41.976101,-088.701079
17,037,000800,6836,+41.940511,-088.726754
17,037,000900,5113,+41.946188,-088.753402
17,037,001001,7025,+41.950954,-088.767690
17,037,001002,5782,+41.941689,-088.780660
17,037,001300,5517,+41.928869,-088.754785
17,037,001400,6451,+41.916664,-088.771301
17,037,001500,3807,+41.917225,-088.744906
17,037,001600,4409,+41.921043,-088.672439
17,037,001700,3454,+41.776972,-088.651602
17,037,001800,4002,+41.761823,-088.828591
17,037,001900,2431,+41.648361,-088.676049
17,037,002000,4956,+41.652863,-088.619590
17,037,002100,2428,+41.641288,-088.623884
17,037,002200,6016,+41.936231,-088.774180
17,039,971400,2731,+40.240521,-088.651556
17,039,971500,2853,+40.171274,-088.857795
17,039,971600,3753,+40.160303,-089.037779
17,039,971700,3511,+40.150588,-088.967086
17,039,971800,3713,+40.152895,-088.952126
17,041,952000,2345,+39.761970,-088.060131
17,041,952100,4081,+39.844718,-088.173948
17,041,952200,4497,+39.800148,-088.281559
17,041,952300,5559,+39.731813,-088.431610
17,041,952400,3498,+39.692008,-088.306728
17,043,840000,2999,+41.965060,-087.952947
17,043,840101,5870,+41.970317,-087.969715
17,043,840102,4639,+41.959674,-087.995756
17,043,840103,6446,+41.950616,-087.970654
17,043,840104,6327,+41.940218,-087.994177
17,043,840201,5836,+41.976112,-088.011634
17,043,840202,5260,+41.952510,-088.014104
17,043,840303,3719,+41.935711,-088.005488
17,043,840304,3777,+41.938084,-088.022909
17,043,840600,4813,+41.909521,-087.947118
17,043,840703,3898,+41.940468,-087.933756
17,043,840704,3258,+41.936046,-087.948365
17,043,840705,3837,+41.921454,-087.949207
17,043,840706,3307,+41.919141,-087.932575
17,043,840801,2382,+41.949859,-087.935559
17,043,840802,5848,+41.954472,-087.949082
17,043,840901,3532,+41.972611,-088.041015
17,043,840904,4251,+41.928741,-088.069879
17,043,840906,2928,+41.939794,-088.037267
17,043,840907,4835,+41.943390,-088.052312
17,043,840908,4381,+41.913003,-088.054397
17,043,840910,5217,+41.910705,-088.070768
17,043,840911,3115,+41.921421,-088.073422
17,043,841002,3207,+41.965981,-088.065975
17,043,841003,3432,+41.986310,-088.067539
17,043,841004,3355,+41.977021,-088.068689
17,043,841102,5936,+41.981119,-088.118289
17,043,841103,3906,+41.968798,-088.099695
17,043,841104,4469,+41.980227,-088.091476
17,043,841108,4429,+41.974445,-088.136314
17,043,841109,3980,+41.939791,-088.071516
17,043,841110,3517,+41.948345,-088.070758
17,043,841111,3636,+41.956795,-088.089164
17,043,841112,3124,+41.960173,-088.115614
17,043,841113,3760,+41.945411,-088.085814
17,043,841114,4196,+41.945465,-088.113465
17,043,841204,6193,+41.928786,-088.091421
17,043,841205,4776,+41.924579,-088.133920
17,043,841206,5345,+41.912298,-088.133921
17,043,841207,3068,+41.919577,-088.091212
17,043,841208,5234,+41.909005,-088.090704
17,043,841209,3945,+41.935025,-088.136012
17,043,841210,4132,+41.921766,-088.123608
17,043,841307,6172,+41.921005,-088.161147
17,043,841308,4318,+41.960278,-088.217376
17,043,841310,3683,+41.935344,-088.249219
17,043,841312,3931,+41.905710,-088.208429
17,043,841313,2789,+41.926125,-088.225481
17,043,841314,6549,+41.978472,-088.170381
17,043,841315,3405,+41.981142,-088.154393
17,043,841316,3663,+41.974572,-088.193883
17,043,841318,2884,+41.962110,-088.166007
17,043,841320,2704,+41.958907,-088.149260
17,043,841321,2510,+41.957780,-088.163040
17,043,841322,4478,+41.945373,-088.155260
17,043,841323,3032,+41.943239,-088.169738
17,043,841324,2839,+41.922677,-088.150456
17,043,841325,5831,+41.935277,-088.159411
17,043,841326,3351,+41.915784,-088.193174
17,043,841327,4443,+41.959005,-088.195478
17,043,841401,6649,+41.882550,-088.185168
17,043,841403,3943,+41.866529,-088.155834
17,043,841404,3192,+41.888321,-088.152233
17,043,841501,6023,+41.880552,-088.210107
17,043,841503,3923,+41.870517,-088.198870
17,043,841504,3294,+41.882434,-088.200912
17,043,841603,4530,+41.842930,-088.185962
17,043,841604,4055,+41.822830,-088.228967
17,043,841605,3818,+41.848844,-088.205392
17,043,841606,2061,+41.817837,-088.163118
17,043,841607,4751,+41.822980,-088.191882
17,043,841703,7157,+41.896173,-088.095379
17,043,841704,4600,+41.893036,-088.127576
17,043,841705,5540,+41.897715,-088.071238
17,043,841706,4113,+41.880476,-088.039492
17,043,841801,5069,+41.879869,-088.103490
17,043,841802,5078,+41.879929,-088.134205
17,043,841901,2443,+41.881394,-088.086077
17,043,841902,4147,+41.870696,-088.093909
17,043,842000,4311,+41.884877,-088.064608
17,043,842100,5922,+41.868191,-088.053829
17,043,842200,4510,+41.875044,-088.066559
17,043,842300,3487,+41.867756,-088.073751
17,043,842400,5054,+41.862406,-088.090283
17,043,842500,3081,+41.865488,-088.109733
17,043,842601,4152,+41.832882,-088.120875
17,043,842602,4315,+41.841582,-088.120511
17,043,842603,4590,+41.867201,-088.129382
17,043,842604,4255,+41.852155,-088.138074
17,043,842605,4134,+41.857161,-088.122772
17,043,842702,4598,+41.836052,-088.091138
17,043,842703,4055,+41.850425,-088.094469
17,043,842704,5095,+41.847633,-088.084784
17,043,842706,4561,+41.837552,-088.060429
17,043,842708,2566,+41.846629,-088.049235
17,043,842709,3654,+41.843985,-088.037183
17,043,842710,3684,+41.846846,-088.069440
17,043,842711,2890,+41.825489,-088.083993
17,043,842800,4503,+41.896529,-087.927603
17,043,842900,5370,+41.898863,-087.941644
17,043,843000,4168,+41.896627,-087.957503
17,043,843100,3777,+41.897094,-087.975615
17,043,843200,5411,+41.894496,-087.986973
17,043,843301,4049,+41.901181,-088.004495
17,043,843302,3014,+41.893700,-088.006047
17,043,843400,3474,+41.895887,-088.025895
17,043,843500,5370,+41.883013,-088.021018
17,043,843601,3482,+41.881595,-087.994802
17,043,843602,3225,+41.882041,-088.006265
17,043,843700,4410,+41.876723,-087.979880
17,043,843800,3484,+41.883661,-087.969367
17,043,843900,4105,+41.883376,-087.951373
17,043,844001,3602,+41.875335,-087.933010
17,043,844002,4268,+41.885337,-087.934943
17,043,844100,3979,+41.873684,-087.948109
17,043,844201,5838,+41.867381,-088.020468
17,043,844202,2649,+41.868346,-087.999685
17,043,844301,6284,+41.846452,-088.008134
17,043,844304,3812,+41.856481,-088.024187
17,043,844305,3871,+41.845694,-088.026215
17,043,844306,5350,+41.854013,-087.981469
17,043,844307,3386,+41.864494,-087.986460
17,043,844401,3442,+41.825606,-088.012429
17,043,844402,4711,+41.824061,-087.987444
17,043,844501,2999,+41.861261,-087.968041
17,043,844502,3153,+41.830537,-087.963756
17,043,844601,3764,+41.845086,-087.942684
17,043,844602,4499,+41.860571,-087.931867
17,043,844701,4253,+41.809158,-087.981631
17,043,844702,5609,+41.812453,-087.940649
17,043,844801,4203,+41.808272,-088.001214
17,043,844802,3218,+41.808513,-088.019447
17,043,844901,3253,+41.798082,-088.002573
17,043,844902,4133,+41.796176,-088.020641
17,043,845000,5254,+41.795522,-087.975685
17,043,845100,6345,+41.798413,-087.956443
17,043,845200,4854,+41.797514,-087.939959
17,043,845300,3328,+41.799029,-087.926020
17,043,845401,3179,+41.781761,-087.926522
17,043,845402,2960,+41.775165,-087.936369
17,043,845502,4963,+41.780990,-087.952471
17,043,845505,4507,+41.760128,-087.982395
17,043,845506,3854,+41.769701,-087.981779
17,043,845507,3519,+41.760127,-087.965548
17,043,845508,3508,+41.767878,-087.955951
17,043,845509,3452,+41.781267,-087.968651
17,043,845510,3254,+41.781220,-087.980105
17,043,845601,4434,+41.778736,-087.997221
17,043,845602,4734,+41.789009,-087.993685
17,043,845701,3915,+41.775447,-088.024897
17,043,845702,4791,+41.772323,-088.006505
17,043,845703,4772,+41.757487,-088.024720
17,043,845704,4754,+41.757814,-088.004824
17,043,845802,3668,+41.744961,-087.997564
17,043,845803,5427,+41.713441,-087.971084
17,043,845805,3861,+41.734239,-087.958712
17,043,845807,6197,+41.736418,-087.988730
17,043,845808,3873,+41.718679,-088.021254
17,043,845809,3942,+41.737998,-088.021859
17,043,845810,4161,+41.749775,-087.965780
17,043,845811,3838,+41.745220,-087.954775
17,043,845901,3371,+41.726696,-087.928410
17,043,845902,3411,+41.749382,-087.929532
17,043,846002,4074,+41.795343,-088.042893
17,043,846003,4280,+41.797648,-088.067376
17,043,846004,3415,+41.795807,-088.086023
17,043,846102,4397,+41.802264,-088.104119
17,043,846103,5490,+41.779883,-088.125962
17,043,846104,4452,+41.788979,-088.109841
17,043,846105,3351,+41.787438,-088.137420
17,043,846106,3636,+41.800186,-088.134898
17,043,846201,5853,+41.734038,-088.116438
17,043,846202,5985,+41.770098,-088.105141
17,043,846203,4254,+41.743791,-088.114016
17,043,846205,3653,+41.766040,-088.116456
17,043,846206,4189,+41.744762,-088.135836
17,043,846207,5455,+41.735489,-088.140568
17,043,846208,3287,+41.763810,-088.126954
17,043,846209,3689,+41.766589,-088.138600
17,043,846304,6239,+41.743409,-088.093591
17,043,846305,5802,+41.755817,-088.051589
17,043,846307,4785,+41.767330,-088.037772
17,043,846308,3345,+41.743439,-088.034329
17,043,846310,4539,+41.742600,-088.043773
17,043,846311,5368,+41.734369,-088.053427
17,043,846312,4330,+41.777817,-088.083599
17,043,846313,4869,+41.765163,-088.081752
17,043,846314,3216,+41.778540,-088.049031
17,043,846315,4315,+41.775029,-088.063416
17,043,846404,5931,+41.785543,-088.159381
17,043,846405,3716,+41.791999,-088.168414
17,043,846408,4156,+41.781704,-088.243773
17,043,846409,4517,+41.798201,-088.252347
17,043,846410,4886,+41.787437,-088.210327
17,043,846411,3956,+41.790262,-088.218062
17,043,846412,4725,+41.784850,-088.193291
17,043,846413,3660,+41.796686,-088.194185
17,043,846504,6270,+41.772864,-088.165901
17,043,846507,2823,+41.769557,-088.250698
17,043,846509,4343,+41.760648,-088.222986
17,043,846510,3179,+41.749806,-088.223493
17,043,846511,6485,+41.730439,-088.249244
17,043,846513,2843,+41.728639,-088.225205
17,043,846514,4139,+41.738579,-088.220212
17,043,846515,5407,+41.742147,-088.240962
17,043,846517,6065,+41.758632,-088.249700
17,043,846518,3932,+41.747154,-088.252065
17,043,846519,3083,+41.762362,-088.189588
17,043,846521,5240,+41.757443,-088.175213
17,043,846522,3343,+41.752662,-088.190731
17,043,846523,2651,+41.753873,-088.156793
17,043,846524,4669,+41.737351,-088.174889
17,043,846603,4261,+41.926619,-087.995144
17,043,846604,3846,+41.924738,-088.006052
17,043,846701,4163,+41.922926,-087.981781
17,043,846702,4126,+41.912881,-087.986288
17,045,070100,2701,+39.781190,-087.654502
17,045,070200,1991,+39.733704,-087.868026
17,045,070300,4293,+39.621718,-087.696182
17,045,070400,5541,+39.605650,-087.690305
17,045,070500,4050,+39.547533,-087.735564
17,047,956900,2409,+38.499157,-088.031052
17,047,957000,2176,+38.318906,-088.034058
17,047,957100,2136,+38.378626,-088.058113
17,049,950100,3767,+39.144258,-088.474368
17,049,950200,4977,+39.152057,-088.653845
17,049,950300,4210,+39.043826,-088.744624
17,049,950400,3867,+39.004493,-088.611650
17,049,950500,4272,+39.034589,-088.468047
17,049,950600,5325,+39.117281,-088.535323
17,049,950700,3592,+39.135740,-088.553462
17,049,950800,4232,+39.113791,-088.554056
17,051,950500,2869,+39.070008,-088.855593
17,051,950600,2542,+39.064840,-088.980063
17,051,950700,4321,+39.080401,-089.137785
17,051,950800,5138,+38.980047,-089.103177
17,051,950900,2089,+38.958136,-089.102654
17,051,951000,2250,+38.888278,-089.121399
17,051,951100,2931,+38.890885,-088.859854
17,053,961600,1992,+40.827754,-088.193342
17,053,961700,2236,+40.491244,-088.142632
17,053,961800,4448,+40.457776,-088.094817
17,053,961900,1762,+40.535122,-088.329144
17,053,962000,3643,+40.466715,-088.372264
17,055,040100,3047,+38.087720,-089.051784
17,055,040200,3237,+38.001198,-089.056679
17,055,040300,2774,+37.973097,-089.054556
17,055,040400,3994,+37.898450,-089.077304
17,055,040500,3187,+38.025656,-088.911840
17,055,040600,2673,+37.993330,-088.927027
17,055,040700,4426,+37.995711,-088.911982
17,055,040800,3428,+37.897245,-088.912990
17,055,040900,2738,+37.900481,-088.937964
17,055,041000,2744,+37.899415,-088.921474
17,055,041100,3563,+37.892698,-088.912370
17,055,041200,3750,+37.986448,-088.790258
17,057,952800,2717,+40.698190,-090.002916
17,057,952900,3243,+40.614857,-090.045872
17,057,953000,2348,+40.647419,-090.348640
17,057,953100,2556,+40.410011,-090.334906
17,057,953200,2847,+40.495982,-090.170478
17,057,953300,3421,+40.569896,-090.037294
17,057,953400,2042,+40.555616,-090.038746
17,057,953500,5008,+40.552411,-090.054587
17,057,953600,4691,+40.560425,-090.020178
17,057,953700,2505,+40.467366,-090.029186
17,057,953800,2784,+40.394427,-090.154313
17,057,953900,2907,+40.250797,-090.352867
17,059,972700,2487,+37.842174,-088.243450
17,059,972800,3102,+37.712137,-088.234651
17,061,973600,3812,+39.348707,-090.263816
17,061,973700,1828,+39.482255,-090.371324
17,061,973800,2134,+39.353193,-090.497756
17,061,973900,2541,+39.438061,-090.403026
17,061,974000,3571,+39.305591,-090.396318
17,063,000102,7415,+41.443363,-088.278925
17,063,000103,6121,+41.413856,-088.276636
17,063,000200,6648,+41.384759,-088.447024
17,063,000300,3338,+41.364505,-088.416227
17,063,000400,5473,+41.363878,-088.436734
17,063,000500,2878,+41.327650,-088.426029
17,063,000600,2917,+41.219713,-088.448308
17,063,000700,6056,+41.309645,-088.283643
17,063,000800,5334,+41.278111,-088.282446
17,063,000900,3883,+41.194708,-088.289080
17,065,973100,3208,+38.092722,-088.537993
17,065,973200,2465,+38.005707,-088.549047
17,065,973300,2784,+38.168049,-088.588254
17,067,953700,2268,+40.564773,-090.994720
17,067,953800,2720,+40.414508,-091.134035
17,067,953900,1993,+40.577622,-091.180524
17,067,954000,2544,+40.525395,-091.337038
17,067,954100,3398,+40.395762,-091.340657
17,067,954200,2460,+40.328844,-091.406172
17,067,954300,3721,+40.291084,-091.041344
17,069,970900,2330,+37.468286,-088.353694
17,069,971000,1990,+37.490357,-088.216646
17,071,973300,2483,+40.957344,-090.923071
17,071,973400,1900,+40.837463,-090.946181
17,071,973500,2948,+40.715050,-090.962146
17,073,030100,5929,+41.476014,-090.348869
17,073,030201,4496,+41.372814,-090.391064
17,073,030202,3987,+41.316405,-090.226902
17,073,030203,4311,+41.502694,-090.232770
17,073,030300,7146,+41.451313,-090.153414
17,073,030400,2592,+41.474948,-090.011594
17,073,030500,2405,+41.352534,-089.982739
17,073,030600,2879,+41.252372,-089.927947
17,073,030800,3713,+41.245062,-089.909463
17,073,030900,3678,+41.238457,-089.930020
17,073,031000,3609,+41.224742,-089.931403
17,073,031100,2727,+41.167544,-090.043373
17,073,031200,3014,+41.197754,-090.305804
17,075,950100,2940,+40.898898,-087.660070
17,075,950200,3926,+40.953477,-087.914837
17,075,950300,3443,+40.834086,-087.917211
17,075,950400,3772,+40.778486,-087.732976
17,075,950500,4144,+40.759566,-087.673973
17,075,950600,3578,+40.745548,-087.995449
17,075,950700,2954,+40.579865,-088.062948
17,075,950800,2521,+40.591851,-087.868407
17,075,950900,2440,+40.605766,-087.678831
17,077,010100,3539,+37.894443,-089.464181
17,077,010200,4162,+37.865812,-089.233213
17,077,010300,3115,+37.705900,-089.454715
17,077,010400,4627,+37.793790,-089.343739
17,077,010600,5774,+37.753085,-089.343362
17,077,010700,3400,+37.766525,-089.327265
17,077,010800,3910,+37.738623,-089.229956
17,077,010900,2364,+37.749908,-089.193349
17,077,011000,6121,+37.727122,-089.252543
17,077,011100,3177,+37.722111,-089.222337
17,077,011200,5256,+37.722803,-089.197883
17,077,011400,3840,+37.712197,-089.198846
17,077,011600,3912,+37.657852,-089.219885
17,077,011700,7021,+37.701087,-089.215887
17,079,977300,2799,+39.091250,-088.146481
17,079,977400,2896,+38.987521,-088.164469
17,079,977500,4003,+38.954344,-088.165925
17,081,050100,4181,+38.424853,-088.973011
17,081,050200,3120,+38.360789,-088.768771
17,081,050300,4389,+38.257590,-089.037186
17,081,050400,5509,+38.186660,-088.856712
17,081,050500,3703,+38.313934,-088.946890
17,081,050600,3022,+38.319232,-088.926506
17,081,050700,3898,+38.340463,-088.911305
17,081,050800,4231,+38.331037,-088.852353
17,081,050900,2624,+38.308913,-088.917995
17,081,051000,1446,+38.312394,-088.904382
17,081,051100,2704,+38.295691,-088.903916
17,083,010100,5150,+39.133131,-090.297295
17,083,010200,3494,+39.039239,-090.183062
17,083,010300,4173,+38.987012,-090.318034
17,083,010401,6363,+39.113327,-090.336904
17,083,010402,2172,+39.084368,-090.451602
17,083,010500,1633,+39.001143,-090.454637
17,085,020100,4419,+42.472276,-090.106149
17,085,020200,5119,+42.486646,-090.598533
17,085,020300,4944,+42.418119,-090.429830
17,085,020401,1850,+42.378955,-090.305408
17,085,020402,3102,+42.290271,-090.227355
17,085,020500,3244,+42.333296,-090.003880
17,087,977600,4447,+37.527785,-088.841183
17,087,977700,2979,+37.531927,-088.975899
17,087,977800,3618,+37.392460,-088.902990
17,087,980000,1538,+37.402668,-088.771802
17,089,850101,6768,+42.141873,-088.258696
17,089,850103,5542,+42.117702,-088.330055
17,089,850105,6904,+42.136411,-088.327124
17,089,850106,7835,+42.135250,-088.303540
17,089,850201,4101,+42.126191,-088.252295
17,089,850202,6977,+42.113218,-088.247839
17,089,850301,7902,+42.131209,-088.265509
17,089,850302,4969,+42.115352,-088.272723
17,089,850400,2305,+42.102095,-088.268307
17,089,850500,3603,+42.092948,-088.277139
17,089,850600,7261,+42.087453,-088.312127
17,089,850701,18585,+42.067093,-088.396341
17,089,850702,13599,+42.118609,-088.491473
17,089,850703,2278,+42.032333,-088.530047
17,089,850800,7184,+42.053177,-088.272563
17,089,851000,6360,+42.058194,-088.303210
17,089,851101,4465,+42.034126,-088.301607
17,089,851102,3767,+42.041572,-088.299984
17,089,851301,3960,+42.036928,-088.273055
17,089,851302,3486,+42.045716,-088.277302
17,089,851400,7134,+42.027961,-088.268380
17,089,851500,1254,+42.025711,-088.276267
17,089,851600,6771,+42.027737,-088.289070
17,089,851801,7526,+41.992865,-088.299272
17,089,851904,7423,+42.035944,-088.330284
17,089,851905,11676,+42.013242,-088.356995
17,089,851907,7345,+41.998495,-088.326957
17,089,851908,5140,+42.015637,-088.326203
17,089,851909,4153,+42.047340,-088.326125
17,089,851910,3922,+42.058008,-088.328683
17,089,852001,4278,+41.961558,-088.296470
